id,submission_time,vote_number,question_id,message,image
0,1493398154,4,0,"You need to use brackets: my_list = []",
1,1493088154,35,0,"Look it up in the Python docs",
2,1542801056,0,0,asdasdas
3,1542801116,0,0,asdasdas
4,1542801122,0,0,dasd
5,1542801220,0,0,
6,1542801222,0,0,
7,1542801578,0,2,dasda
8,1542801582,0,3,ddsss
9,1542801584,0,3,dsds
10,1542807668,0,8,sadasda
11,1542807669,0,8,dsadsad
12,1542807671,0,8,ddsss
13,1542808197,0,8,yíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxyíxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
14,1542808236,0,8,gfhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfgh
15,1542808256,0,8,hfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfghhfghgfh h gfhgfhgfhg fhghghgfhhgfh ghfghgfhgfhgfh hfghfghgfhgfh hfghgfhgfhgfhfgh
16,1542808311,0,8,https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8
17,1542808419,0,8,rehttps://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8
18,1542808450,0,8,https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8
19,1542808590,0,8,https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8
20,1542808639,0,8,ttps://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8https://www.google.com/search?q=font+awesome+icon+on+input&oq=font+awesome+icon+on+input&aqs=chrome..69i57j0l5.4276j0j7&sourceid=chrome&ie=UTF-8
21,1542808947,0,9,Yes I can you fuckwit.
